x0	x1	f(x)
-4.324851	10.235768	32.012904
-3.410999	12.992542	0.747932
-1.639236	12.349095	20.856068
-1.512977	10.894899	15.356254
-4.844975	12.219452	31.736085
-2.757527	12.242305	1.856489
-4.446062	12.944673	14.682618
-2.774994	11.335120	1.041737
-3.655460	11.215786	7.058845
-3.204272	13.230142	1.063162
-4.127319	12.779047	8.658898
-3.671850	11.482127	6.141328
-3.248623	11.239758	2.127119
-3.695242	11.077122	8.427104
-1.176868	12.310264	31.818577
-3.841318	12.488980	4.997792
-3.253921	12.054030	0.701008
-2.527426	13.032508	6.925851
-3.672094	11.699182	5.278795
-3.416644	9.973079	9.595822
-4.656784	13.641874	16.076775
-1.496625	12.025964	21.965245
-2.565036	12.586250	4.685544
-0.062712	13.394575	72.789435
-3.269510	11.319460	2.076744
-4.748039	12.478464	26.267086
-3.897943	10.852746	13.997537
-3.788166	11.193452	9.569045
-1.454451	13.156640	31.986095
-3.149565	13.754944	2.532058
-3.064224	11.413716	0.883754
-1.618469	12.813910	24.749659
-4.178839	12.084661	13.080547
-4.017211	10.892200	16.710227
-2.215415	14.184417	20.426172
-4.540160	12.837969	17.661831
-3.792235	11.787875	6.792627
-3.733987	11.411009	7.476869
-3.093071	11.444050	0.919906
-2.871136	12.224762	1.095371
-3.380541	11.367436	2.888391
-3.718364	13.030391	2.405120
-2.640675	11.297445	1.615159
-3.042260	13.026387	1.423008
-4.810998	12.818360	25.603857
-3.804216	12.845599	3.593183
-3.904852	10.470118	16.858667
-4.769135	12.323085	28.230700
-2.881870	11.370683	0.803367
-2.503000	10.613480	2.322347
-3.207672	11.063984	2.296801
-3.793429	12.322399	4.844100
-4.002006	11.890444	10.230391
-2.135300	11.698108	7.789246
-2.305901	11.145293	4.181844
-2.611788	13.716569	8.888930
-2.564521	12.071955	3.254191
-2.770447	11.671015	1.124665
-3.055003	12.119323	0.436509
-1.973811	12.529421	14.555672
-2.803990	11.863123	1.087937
-3.629199	11.842442	4.190524
-2.747141	11.854016	1.392186
-2.851818	14.350401	8.421071
-2.270468	11.948976	6.603675
-1.940379	11.866925	11.786231
-3.123174	13.951437	3.360177
-2.814665	12.055899	1.212040
-2.312187	10.063865	3.609647
-2.905978	13.045865	2.431902
-4.620179	13.418754	16.363075
-2.803096	11.859712	1.089753
-2.508811	14.545693	16.242294
-2.959726	12.523221	1.020029
-3.600954	11.425156	5.317872
-2.311257	11.418916	4.625371
-3.070026	11.797343	0.516304
-2.662613	12.608662	3.595852
-2.104053	11.764984	8.520578
-3.411468	11.296236	3.424383
-3.585886	12.652300	1.842686
-2.384604	11.352835	3.697537
-2.271987	13.630638	15.013297
-2.728158	14.151796	9.319701
-3.915382	11.030345	13.254528
-4.920313	13.771044	22.141460
-2.487227	12.219415	4.517913
-2.861624	11.149511	0.985922
-0.695841	12.404221	44.766678
-3.032198	13.000767	1.429696
-2.660583	12.498884	3.309887
-3.932067	12.746468	5.521771
-1.259568	13.620420	42.217218
-1.548406	11.763784	19.153233
-4.131197	12.149213	11.648077
-3.085868	13.369192	1.920066
-4.834057	13.804550	19.621209
-3.299601	11.848119	1.173340
-4.153697	10.620143	22.714459
-2.318422	12.348318	7.329049
-4.431554	10.979921	28.591963
-3.477377	13.944022	1.652376
-3.401184	10.771857	5.280858
-3.387336	12.002276	1.445188
-3.372527	12.971206	0.670839
-1.292637	13.401565	38.937246
-3.410481	11.168474	3.847814
-0.568233	12.334218	47.125177
-3.127663	12.250875	0.398906
-2.943508	12.130640	0.692332
-3.715255	11.728141	5.808101
-3.174346	11.731575	0.790266
-3.854438	12.381430	5.532733
-3.396570	13.778993	1.487709
-1.895507	10.201610	7.455944
-3.484280	11.903559	2.420719
-4.549104	11.497183	27.943057
-4.252168	14.027270	6.893132
-2.205914	13.546555	15.911758
-2.419921	11.145948	3.081137
-3.666113	12.764375	2.339543
-4.363720	12.987998	12.561441
-3.381918	11.900179	1.595142
-2.430633	12.719263	7.082094
-3.502559	13.434330	1.092316
-4.222656	12.890936	10.033359
-2.548491	11.965454	3.183522
-2.815460	11.023886	1.135467
-2.217566	12.090098	7.921035
-3.664316	13.324009	1.738940
-3.845936	10.866539	12.701686
-4.698222	12.881010	21.752462
-4.422022	14.029794	9.604593
-2.930575	12.178287	0.774628
-3.686512	12.674136	2.688780
-3.179227	13.378302	1.430195
-3.027365	12.425302	0.639504
-3.505205	12.218054	1.924153
-2.833791	10.564832	1.814841
-4.489778	13.018264	15.341468
-2.970727	12.091017	0.587387
-3.123159	12.622582	0.553057
-3.681352	11.496695	6.228246
-2.945747	11.296627	0.844271
-2.733340	10.572416	1.739056
-2.112437	12.747597	12.940621
-2.885563	13.257691	3.237472
-1.476118	13.289370	32.610042
-4.982467	10.995423	50.278966
-3.766411	12.301091	4.540487
-2.623934	11.549256	1.889919
-2.954826	11.519617	0.661619
-3.753110	10.868339	10.691256
-4.064826	10.923315	17.754003
-4.117466	13.328642	6.619754
-4.090992	14.907382	4.464819
-2.648275	12.459836	3.335591
-3.999950	12.975310	5.848198
-3.717230	12.397010	3.646231
-0.581508	12.178940	45.165434
-1.992319	11.571824	9.636484
-3.176581	14.045801	3.248238
-3.768560	14.087449	2.289089
-2.433841	11.712533	3.856947
-2.509185	13.247554	8.211966
-2.519783	10.704775	2.210988
-3.868730	12.027481	7.083685
-3.216026	12.895672	0.619022
-2.963892	10.939656	1.381506
-2.761395	12.885586	3.350450
-2.581802	13.355781	7.554624
-2.307670	12.734180	9.180904
-3.211758	10.614039	3.771227
-2.711974	12.482688	2.749914
-2.870014	10.998251	1.151277
-4.222649	13.328153	8.359146
-3.181148	12.956501	0.749073
-3.113274	12.304756	0.411284
-2.203309	11.758955	6.964586
-3.045472	11.812725	0.496252
-3.576089	11.965828	3.188314
-2.919459	11.796251	0.636189
-1.885837	11.380393	10.709457
-3.328464	11.835269	1.363114
-1.694615	12.471555	20.397997
-2.109748	10.789440	5.805721
-2.874542	13.164631	3.055353
-3.059309	13.340480	2.023913
-3.658881	13.684347	1.671518
-0.842695	11.912161	36.453293
-3.587095	13.728384	1.462626
-1.562021	11.752140	18.792128
-3.561779	11.993215	2.960803
-4.486043	11.356348	27.057518
-4.145733	11.507202	15.809801
-3.176278	12.509215	0.426374
-1.591092	11.276646	15.648489
-2.157270	12.061011	8.792256
-3.191056	12.949819	0.718357
-4.264315	12.657410	11.983518
-2.975140	12.767451	1.320737
-2.852424	14.730300	10.652635
-3.779333	11.744003	6.763464
-3.764733	11.719523	6.626041
-3.778980	13.464017	2.439460
-1.721088	11.704254	15.231060
-3.973948	12.746416	6.155809
-3.693816	12.907932	2.363291
-2.938670	10.759256	1.662804
-1.594087	14.070878	36.873982
-3.754381	11.887298	5.788878
-2.855727	12.609457	1.809485
-2.483048	14.285205	14.914935
-3.318540	11.476703	2.054792
-4.520912	11.544070	26.589954
-3.174720	14.069558	3.343708
-3.659204	12.498788	2.768264
-3.158016	13.463393	1.719131
-0.614660	11.744131	40.095309
-3.631032	13.319161	1.551786
-2.459701	14.121707	14.278378
-2.557664	11.915708	2.988882
-2.550938	13.383704	8.190597
-2.321110	12.782274	9.174876
-2.074918	13.444296	18.219664
-1.759434	12.923710	22.064453
-3.308711	12.421714	0.598494
-1.935084	11.458064	10.168227
-2.772919	11.881661	1.268821
-3.112848	13.553452	2.217410
-2.950494	12.321437	0.823660
-4.501449	13.021254	15.610957
-2.496108	14.438255	15.730351
-3.449371	12.494150	1.132925
-2.892209	13.852453	5.398398
-3.236888	12.554022	0.443838
-2.533696	12.461609	4.677427
-3.588026	12.469090	2.157165
-2.067961	11.248485	7.393792
-3.008623	11.574879	0.629221
-1.946546	10.751813	7.831915
-3.700515	12.652212	2.871843
-1.576069	12.209250	21.373540
-3.696792	14.156157	2.097279
-4.589607	10.076194	44.221697
-2.701578	11.772946	1.593850
-4.162825	12.983356	8.521476
-2.897792	11.710921	0.682046
-4.421897	13.147457	13.087642
-2.491391	12.175824	4.341798
-1.294956	11.204915	21.184269
-4.667118	11.583092	31.269423
-3.187179	12.518339	0.425689
-3.382829	12.627055	0.731256
-4.393132	13.718765	10.106202
-3.223744	13.392296	1.274822
-2.798867	12.731753	2.557132
-2.571825	12.722709	5.065598
-2.498870	13.604153	10.268508
-2.945071	12.984004	1.966397
-3.231328	13.715117	1.933280
-3.817985	14.075940	2.525452
-3.181751	10.844225	2.738862
-3.013488	11.593948	0.617423
-2.300949	11.622376	5.224623
-3.587776	10.385459	10.263350
-3.593899	9.851121	13.876012
-4.725495	13.035415	21.483925
-2.355792	12.700458	8.204458
-4.108569	12.227289	10.759961
-3.145195	11.116635	1.759895
-1.638194	13.152362	26.979931
-3.362557	12.301886	0.891908
-2.933210	10.233265	2.997431
-3.388770	11.593016	2.338134
-4.143213	11.993900	12.765256
-1.343906	12.915843	32.804571
-3.712772	12.847583	2.631460
-1.742237	13.199634	24.640271
-3.081962	11.628063	0.669061
-2.443369	12.668485	6.679008
-2.246399	12.910172	11.193693
-2.092040	11.739765	8.621780
-1.824199	12.472600	17.448655
-1.066332	11.585812	28.642151
-1.405629	12.472911	27.423464
-3.793011	11.791114	6.791896
-3.461940	12.699166	1.015238
-2.618757	11.701300	2.099902
-3.165947	14.417270	4.742390
-1.414049	12.711324	29.159825
-3.103589	12.395031	0.449416
-2.528075	11.252207	2.311467
-3.398969	10.606416	5.984313
-2.742370	12.922196	3.668475
-3.624779	13.848987	1.643540
-4.367358	10.810625	27.951746
-2.917141	13.322098	3.135150
-1.457665	11.816116	21.463208
-2.062912	12.236492	11.239931
-3.314220	13.158660	0.756779
-2.489270	10.698608	2.373487
-1.665052	13.655091	30.690216
-3.767155	12.670804	3.557462
-2.647562	12.535674	3.552259
-3.691898	11.603377	5.949643
-3.167147	13.447729	1.635859
-2.597992	11.904386	2.587720
-2.369894	9.426457	4.264727
-1.992827	10.535286	6.790304
-3.504034	11.155330	5.052445
-4.436274	13.435827	12.078780
-3.609294	12.621504	2.078324
-3.188513	12.752041	0.540948
-3.064771	10.992008	1.634301
-2.145326	11.781243	7.922839
-4.698175	11.846885	29.951497
-1.640833	13.125222	26.683169
-3.490245	11.925742	2.422470
-3.463228	14.351748	2.555464
-2.759657	12.705042	2.856219
-2.111309	12.513789	11.703419
-3.400635	12.078650	1.403108
-3.213194	12.237778	0.466574
-2.413963	12.326946	5.830172
-2.408953	12.194283	5.455881
-3.062957	10.276799	3.703733
-2.225265	12.621488	10.109275
-2.143583	9.378745	5.188352
-1.053218	12.135410	33.377568
-2.033410	11.235094	7.859962
-2.528819	11.221584	2.282369
-3.765362	14.189031	2.339137
-3.332275	12.492433	0.632204
-2.271525	12.770682	10.003265
-2.991174	12.639961	1.029807
-0.738177	12.217381	41.824851
-2.940494	13.325654	2.928375
-2.036067	13.462030	19.278369
-2.502862	11.131995	2.406044
-1.508161	11.128655	16.527852
-2.838957	11.520724	0.835767
-3.205731	12.603762	0.447939
-2.820235	12.696921	2.283916
-1.527881	12.728534	26.374086
-3.385749	13.239087	0.819290
-1.952122	11.047392	8.523842
-2.544193	12.976173	6.432259
-3.439156	13.650707	1.241263
-3.291648	12.400576	0.562410
-3.314664	12.290579	0.704736
-4.237868	10.834949	23.504888
-1.547088	11.428039	17.285006
-4.132985	10.121610	26.485364
-3.780554	10.951910	10.768547
-1.499577	13.284817	31.913840
-3.829743	14.527436	2.871990
-2.159827	11.950169	8.313862
-4.531165	10.629601	35.667465
-2.119022	14.714752	27.673724
-1.757320	12.838909	21.491551
-2.546838	13.128416	7.051122
-2.382664	12.556191	7.156588
-3.037392	12.212407	0.484724
-3.895557	11.994325	7.692101
-4.834549	12.176660	31.756055
-4.130184	11.171411	17.720928
-2.961699	13.667002	3.865788
-2.223276	10.704499	4.448243
-4.131221	13.215771	7.174720
-4.124080	12.050367	12.017989
-2.591541	11.306656	1.913121
-3.036217	10.940975	1.622343
-3.742960	12.594782	3.456433
-4.734586	12.715475	24.019501
-3.161230	12.827490	0.655012
-2.917679	13.639140	4.231589
-3.016368	11.845594	0.490102
-3.019295	12.818298	1.167292
-3.092733	12.315592	0.434218
-3.843584	11.612099	8.493778
-4.544198	14.024577	11.909607
-4.385456	11.582095	21.986925
-3.860000	13.169924	3.577861
-3.436542	13.522742	1.090972
-3.815083	12.553994	4.449373
-3.976940	14.420149	3.560000
-4.329191	12.584821	13.843485
-2.507816	12.688799	5.815976
-3.326880	12.145179	0.898118
-3.097781	12.127998	0.408862
-2.177714	14.485523	23.944627
-3.699084	10.905197	9.412861
-3.229875	14.854709	6.035791
-3.945267	13.914117	3.476684
-1.463892	11.721412	20.726009
-2.572610	13.903397	10.636686
-3.520720	12.071420	2.364087
-3.723274	11.260243	8.010877
-3.790870	11.051060	10.410327
-3.107509	11.505027	0.877101
-2.907807	10.719104	1.661327
-2.810712	13.108529	3.525574
-1.913924	11.065359	9.159760
-1.469020	12.694019	27.599284
-3.846605	12.219231	5.978648
-2.583266	12.351005	3.753623
-2.602837	11.354326	1.871342
-2.972232	10.861286	1.556186
-3.252819	11.371092	1.832701
-3.877123	13.511093	3.242014
-2.050283	12.884138	15.044187
-4.233905	11.958592	15.161814
-1.928495	12.416717	14.857646
-0.822263	12.668318	44.332025
-2.949544	11.965884	0.596224
-3.008052	12.122530	0.510986
-2.433484	13.231702	9.433484
-3.927582	10.943767	14.104043
-4.977798	12.782991	31.357877
-4.244959	10.122109	30.292976
-2.753014	14.768000	12.723712
-3.147664	13.113491	1.076869
-3.059763	12.176110	0.439407
-2.222516	11.984725	7.449592
-2.874200	12.596698	1.651273
-3.809683	13.267042	2.912793
-3.316552	11.519255	1.937278
-2.605083	11.376532	1.872115
-3.113411	12.265881	0.405123
-2.055697	12.749698	14.121088
-3.166620	13.092766	0.974761
-1.751385	12.832810	21.591601
-3.131240	10.963164	2.054694
-4.206706	11.969775	14.417845
-3.751105	12.088029	5.016176
-3.084943	12.804693	0.856077
-3.212091	12.761502	0.521870
-3.077118	10.299533	3.734084
-4.080928	12.130912	10.659486
-4.351287	12.874929	12.839046
-1.610842	13.493762	30.727934
-3.355036	13.765726	1.560347
-2.992925	11.937914	0.504106
-3.754995	11.972530	5.479877
-3.529769	12.445416	1.723695
-2.981019	12.278046	0.670109
-2.704654	13.465646	6.210869
-2.192039	10.790102	4.874387
-4.508471	12.050235	22.125993
-4.311706	10.473020	29.207607
-2.600130	13.034155	5.862104
-3.718103	9.683958	18.106027
-3.687837	12.666804	2.715810
-4.620504	12.458360	22.466056
-3.156903	12.854291	0.693284
-3.022012	11.301931	0.939164
-1.945021	12.116470	12.901742
-3.168897	11.341732	1.399435
-3.584875	11.390197	5.228547
-3.314539	13.986708	2.210947
-4.513494	10.661439	34.663463
-1.670422	12.065676	18.327048
-3.810665	13.314905	2.859841
-3.747208	14.101010	2.210057
-2.463667	11.787089	3.691737
-0.984284	11.669285	31.135614
-2.399497	12.574293	6.969190
-1.839851	13.836511	27.437405
-3.109589	11.521582	0.860642
-2.681621	11.597285	1.556185
-1.128205	12.411535	33.928341
-3.506914	12.459680	1.536374
-4.488719	11.303386	27.615018
-1.941179	11.618106	10.693391
-4.188504	12.811653	9.694839
-1.955888	12.993953	17.863872
-2.145545	11.518205	7.056482
-4.563403	13.776334	13.313039
-3.464272	12.024167	1.974565
-1.813399	12.831230	20.085834
-2.685705	14.440002	11.835756
-3.785111	13.202840	2.770242
-3.084580	12.543592	0.577667
-1.613124	12.782836	24.642721
-2.603297	13.347507	7.178763
-3.506545	11.435790	4.035246
-4.186402	10.308643	26.507835
-1.085386	11.171792	25.318389
-3.362846	11.998187	1.295958
-2.834186	13.090737	3.226714
-2.281119	11.691923	5.668535
-3.308714	12.557580	0.546713
-3.390284	13.882346	1.696678
-2.650618	13.009878	5.080354
-2.478711	13.448474	9.774260
-2.960571	10.978168	1.304786
-2.741905	11.623643	1.237964
-3.670209	12.861364	2.227106
-1.903310	12.296272	14.700520
-2.832760	13.977215	6.767252
-2.900839	14.876683	10.741376
-2.576083	10.514237	2.089054
-2.388251	12.656158	7.483362
-1.851840	12.948181	19.995232
-3.280049	11.050702	2.921872
-3.350616	11.424480	2.452402
-3.722116	12.863578	2.693608
-1.471688	12.669672	27.333244
-4.337476	12.719603	13.317525
-1.944961	11.665217	10.821145
-3.275610	12.289688	0.579907
-3.926491	12.923280	4.942969
-3.262541	12.694532	0.484157
-4.029085	11.837542	11.077558
-2.419211	11.902167	4.475297
-1.414629	11.875364	22.819310
-2.916908	13.207591	2.788517
-4.559958	10.514191	38.020064
-4.667249	13.537584	16.881715
-3.693451	14.833199	3.245620
-3.705840	12.459551	3.356698
-1.599483	14.281093	38.937949
-1.080089	13.483366	46.038008
-2.117530	12.867527	13.523277
-2.363232	11.723814	4.703090
-3.959792	12.271626	7.664497
-3.311777	11.821772	1.286498
-2.445205	13.230305	9.219200
-3.053186	13.752530	3.288052
-4.283282	12.081341	15.650935
-3.858415	10.408463	16.124492
-3.224273	12.153252	0.533943
-1.628143	12.905812	25.227177
-4.165779	14.129093	5.560608
-1.920559	12.857098	17.758109
-3.368077	11.315561	2.924298
-3.513799	13.363749	1.086471
-1.257006	13.818244	44.475628
-3.630442	11.155383	6.929620
-3.000706	10.506561	2.544853
-2.818425	12.127397	1.273857
-3.607629	10.680297	8.944614
-2.627993	11.742299	2.082330
-4.311509	9.402738	40.600417
-3.169108	14.047252	3.312056
-1.480333	11.817904	20.972135
-3.743805	12.743774	3.138360
-4.139978	12.576792	9.755486
-2.375512	13.501933	12.033606
-3.241747	12.071326	0.644622
-4.019575	11.448120	13.087206
-3.368072	12.642366	0.676784
-2.228008	11.471821	5.784055
-1.648904	12.003876	18.421523
-3.162960	11.527788	1.037875
-2.404749	11.993672	4.903285
-3.074602	12.790939	0.876880
-4.704139	11.745947	31.077423
-2.347328	11.020711	3.599103
-2.848035	10.918418	1.247203
-2.675163	12.239359	2.541255
-4.756724	13.439739	19.751310
-3.876184	11.464748	9.872175
-2.941023	13.423637	3.232486
-4.157414	12.336680	11.255046
-2.712776	12.968106	4.156936
-2.965151	11.907972	0.549772
-3.969183	12.361144	7.467719
-4.213732	9.353650	37.290249
-2.705033	13.178935	5.017459
-2.522438	14.332495	14.401987
-3.120799	11.546997	0.859765
-3.324489	13.649876	1.424822
-3.787557	11.475808	8.118971
-3.624336	11.321671	6.090117
-3.018922	13.899678	4.147005
-2.818513	12.022646	1.155390
-3.433404	10.711809	5.981649
-2.258483	12.197163	7.683166
-2.842840	11.523209	0.825276
-3.567950	13.423446	1.267551
-3.028322	10.836722	1.822989
-2.222364	11.606856	6.227080
-1.268295	13.355048	39.164032
-3.588915	13.556016	1.375103
-3.073737	13.127774	1.450721
-2.656860	11.428643	1.587126
-3.785142	13.304961	2.643657
-3.476368	11.871352	2.425884
-4.096715	12.698599	8.413360
-1.079068	11.207467	25.686948
-3.117373	13.687221	2.562632
-3.221234	12.727372	0.496004
-4.203986	12.703307	10.481878
-3.328737	13.260730	0.847987
-1.954207	14.864564	34.086127
-2.561959	12.600796	4.773197
-2.947208	11.921834	0.590630
-2.803109	11.979599	1.195985
-2.973132	13.592598	3.488032
-4.148135	13.414879	6.852931
-1.824478	12.156931	15.560435
-1.844598	12.252132	15.679670
-4.140895	11.770225	14.019621
-2.300973	12.821734	9.724262
-3.380525	11.908176	1.570154
-3.533351	11.352590	4.673773
-1.526217	11.952680	20.813809
-1.924434	13.796316	24.780168
-2.143282	11.843380	8.179544
-2.737863	12.250804	2.025517
-4.045295	12.599359	7.873149
-4.320632	13.462679	9.665951
-3.606210	12.476160	2.305619
-2.858305	12.016095	0.949974
-2.554899	11.800096	2.796756
-2.270295	10.929020	4.240180
-3.015213	14.213929	5.494693
-4.141924	11.597255	15.125482
-2.627685	12.454582	3.543993
-2.790963	12.764187	2.713847
-2.506871	13.384700	8.940135
-2.731774	12.033742	1.714203
-2.469019	14.174882	14.445411
-3.274226	11.300471	2.160679
-2.034512	12.154619	11.378510
-3.676921	12.184467	3.740823
-2.809612	12.465500	1.871027
-2.432141	11.839514	4.165454
-2.628487	12.015453	2.517177
-2.402782	12.890367	8.285664
-4.077031	13.360982	5.927470
-3.677556	13.083058	2.011716
-2.774305	14.113184	8.346868
-3.365059	11.925683	1.433752
-3.161012	11.971820	0.522127
-2.341651	10.658689	3.359685
-4.195275	11.207197	19.266620
-2.191285	13.985613	19.454083
-3.246042	12.106178	0.627667
-3.071540	13.436878	2.189265
-4.068946	12.513369	8.654973
-2.166395	12.776094	12.021759
-2.952011	13.276046	2.678269
-3.795668	10.444367	14.336046
-2.630390	13.648659	8.222343
-3.279041	13.227875	0.872986
-1.529314	13.589914	33.957554
-1.501628	13.017127	29.463796
-3.066159	10.673034	2.445616
-3.387655	11.431753	2.767674
-0.970650	12.099114	35.070546
-3.018388	12.826485	1.185737
-3.097990	13.970051	3.645547
-3.764242	12.469607	4.027360
-3.884063	10.954977	13.009416
-3.753362	12.237963	4.559324
-3.570895	11.582579	4.324532
-4.547910	12.191894	22.253636
-4.646313	13.035056	19.279959
-3.059153	10.817449	2.018872
-3.450802	11.522844	3.126164
-2.822418	13.615450	5.269117
